idx,article_number,law_id,hierarchy_path,citation,text_arabic,text_english,effective_date,is_active,updated,added
293,296,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36740&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 296 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 296 of Civil Code No. 22 of 2004""}",الالتزام المقترن بأجل فاسخ يكون نافذاً في الحال. ولكن يترتب على انقضاء الأجل انتهاء الالتزام، دون أن يكون لهذا الانتهاء أثر رجعي.,,2026-02-06,True,2026-02-06,2026-02-06
294,297,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36741&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 297 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 297 of Civil Code No. 22 of 2004""}",1- يكون الالتزام تخييرياً إذا شمل محله أشياء متعددة تبرأ ذمة المدين إذا أدى واحداً منها، ويكون الخيار في تعيينه للمدين أو للدائن.2- وإذا أطلق خيار التعيين كان للمدين، إلا إذا قضى القانون أو اتفق المتعاقدان على أن الخيار للدائن.,,2026-02-06,True,2026-02-06,2026-02-06
295,298,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36742&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 298 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 298 of Civil Code No. 22 of 2004""}",1- يلزم في خيار التعيين تحديد المدة التي يكون فيها الخيار. فإذا أطلق الخيار دون مدة حددت له المحكمة المدة المناسبة بناءً على طلب أي من الطرفين.2- وإذا كان الخيار للمدين وامتنع عن الاختيار، أو تعدد المدينون ولم يتفقوا فيما بينهم، جاز للدائن أن يطلب من المحكمة أن تتولى بنفسها تعيين محل الالتزام أما إذا كان الخيار للدائن وامتنع عن الاختيار، أو تعدد الدائنون ولم يتفقوا فيما بينهم انتقل الخيار إلى المدين.,,2026-02-06,True,2026-02-06,2026-02-06
296,299,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36743&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 299 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 299 of Civil Code No. 22 of 2004""}",1- إذا كان خيار التعيين للمدين وهلك أحد الشيئين في يده، كان له أن يلزم الدائن بالشيء الثاني. فإن هلكا جميعاً انقضى الالتزام.2- وإذا كان المدين مسئولاً عن الهلاك ولو فيما يتعلق بأحد الشيئين، كان ملزماً أن يدفع قيمة آخر شيء هلك.,,2026-02-06,True,2026-02-06,2026-02-06
297,300,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36744&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 300 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 300 of Civil Code No. 22 of 2004""}",ينتقل خيار التعيين إلى الوارث.,,2026-02-06,True,2026-02-06,2026-02-06
298,301,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36745&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 301 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 301 of Civil Code No. 22 of 2004""}",1- يكون الالتزام بدلياً إذا لم يكن محله إلا شيئاً واحداً، ولكن تبرأ ذمة المدين إذا أدى بدلاً منه شيئاً آخر.2- والأصل لا البدل هو وحده محل الالتزام.,,2026-02-06,True,2026-02-06,2026-02-06
299,303,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36747&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 303 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 303 of Civil Code No. 22 of 2004""}",1- يجوز للدائنين المتضامنين مجتمعين أو منفردين مطالبة المدين بكل الدين، ويراعى في ذلك ما يلحق رابطة كل دائن من وصف يعدل من أثر الدين.2- ولا يجوز للمدين الذي طالبه أحد الدائنين المتضامنين بالوفاء أن يحتج عليه بأوجه الدفع الخاصة بغيره من الدائنين، ولكن يجوز له أن يحتج على الدائن المطالب بأوجه الدفع الخاصة بهذا الدائن، وبأوجه الدفع المشتركة بين الدائنين جميعاً.,,2026-02-06,True,2026-02-06,2026-02-06
300,304,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36748&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 304 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 304 of Civil Code No. 22 of 2004""}",1- يجوز للمدين أن يوفى كل الدين لأي من الدائنين المتضامنين، إلا إذا أنذره دائن آخر بأن يمتنع عن ذلك.2- ومع ذلك لا يحول التضامن دون انقسام الدين بين ورثة أحد الدائنين المتضامنين، إلا إذا كان الدين غير قابل للانقسام.,,2026-02-06,True,2026-02-06,2026-02-06
301,305,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36749&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 305 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 305 of Civil Code No. 22 of 2004""}",1- إذا برئت ذمة المدين قِبَلَ أحد الدائنين المتضامنين بسبب غير الوفاء، فلا تبرأ ذمته قِبَلَ باقي الدائنين إلا بقدر حصة الدائن الذي برئت ذمة المدين قِبَلَه.2- وإذا أتى أحد الدائنين المتضامنين عملا من شأنه الإضرار بغيره من الدائنين، لم ينفذ هذا العمل في حقهم.,,2026-02-06,True,2026-02-06,2026-02-06
302,306,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36750&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 306 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 306 of Civil Code No. 22 of 2004""}",كل ما يستوفيه أحد الدائنين المتضامنين من الدين يصير من حق الدائنين جميعاً ويقتسمونه بالتساوي، إلا إذا وجد اتفاق أو نص يقضي بغير ذلك.,,2026-02-06,True,2026-02-06,2026-02-06
303,307,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36751&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 307 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 307 of Civil Code No. 22 of 2004""}",1- يجوز للدائن مطالبة المدينين المتضامنين بالدين مجتمعين أو منفردين، ويراعى في ذلك ما يلحق برابطة كل مدين من وصف يعدل من أثر الدين. وإذا طالب الدائن أحد المدينين ابتداءً لم يمنعه ذلك من مطالبة الباقين.2- ولا يجوز للمدين الذي يطالبه الدائن بالوفاء أن يحتج بأوجه الدفع الخاصة بغيره من المدينين، ولكن يجوز له أن يحتج بأوجه الدفع الخاصة بنفسه وبالأوجه المشتركة بين المدينين جميعاً.,,2026-02-06,True,2026-02-06,2026-02-06
304,308,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36752&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 308 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 308 of Civil Code No. 22 of 2004""}",يترتب على وفاء أحد المدينين المتضامنين بالدين عيناً أو بمقابل براءة ذمته وبراءة ذمة باقي المدينين.,,2026-02-06,True,2026-02-06,2026-02-06
305,309,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36753&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 309 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 309 of Civil Code No. 22 of 2004""}",يترتب على تجديد الدين بين الدائن وأحد المدينين المتضامنين أن تبرأ ذمة باقي المدينين إلا إذا احتفظ الدائن بحقه قِبَلَهم.,,2026-02-06,True,2026-02-06,2026-02-06
306,310,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36754&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 310 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 310 of Civil Code No. 22 of 2004""}",لا يجوز للمدين المتضامن أن يحتج بالمقاصة التي تقع بين الدائن ومدين متضامن آخر إلا بقدر حصة هذا المدين الآخر.,,2026-02-06,True,2026-02-06,2026-02-06
307,311,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36755&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 311 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 311 of Civil Code No. 22 of 2004""}",1- إذا أبرأ الدائن أحد المدينين المتضامنين فلا تبرأ ذمة الباقين إلا إذا صرح الدائن بذلك.2- فإذا لم يصدر منه هذا التصريح كان له أن يطالب باقي المدينين المتضامنين بما بقى من الدين بعد خصم حصة المدين الذي أبرأه، ومع ذلك يكون له مطالبتهم بكل الدين إذا ما احتفظ لنفسه بهذا الحق، وفي هذه الحالة الأخيرة يكون لهؤلاء المدينين حق الرجوع على المدين الذي صدر الإبراء لصالحه بمقدار حصته في الدين.,,2026-02-06,True,2026-02-06,2026-02-06
308,312,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36756&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 312 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 312 of Civil Code No. 22 of 2004""}",إذا أبرأ الدائن أحد المدينين المتضامنين من التضامن بقي حقه في الرجوع على الباقين بكل الدين ما لم يتفق على غير ذلك.,,2026-02-06,True,2026-02-06,2026-02-06
309,313,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36757&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 313 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 313 of Civil Code No. 22 of 2004""}",1- في جميع الأحوال التي يبرئ فيها الدائن أحد المدينين المتضامنين سواء أكان الإبراء من الدين أم من التضامن يكون لباقي المدينين أن يرجعوا عند الاقتضاء على هذا المدين بنصيبه في حصة المعسر منهم وفقاً للمادة (319).2- على أنه إذا أخلى الدائن المدين الذي أبرأه من كل مسئولية عن الدين، فإن الدائن هو الذي يتحمل نصيب هذا المدين في حصة المعسر.,,2026-02-06,True,2026-02-06,2026-02-06
310,314,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36758&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 314 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 314 of Civil Code No. 22 of 2004""}",1- إذا انقضى الدين بالتقادم بالنسبة إلى أحد المدينين المتضامنين فلا يستفيد من ذلك باقي المدينين إلا بقدر حصة هذا المدين.2- وإذا انقطعت مدة التقادم أو وقف سريانها بالنسبة إلى أحد المدينين المتضامنين فلا يجوز للدائن أن يتمسك بذلك قِبَلَ باقي المدينين.,,2026-02-06,True,2026-02-06,2026-02-06
311,315,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36759&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 315 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 315 of Civil Code No. 22 of 2004""}",1- لا يكون المدين المتضامن مسئولاً فيما يتعلق بتنفيذ الالتزام إلا عن فعله.2- وإذا أعذر الدائن أحد المدينين المتضامنين أو قاضاه، فلا يكون لذلك أثر بالنسبة إلى باقي المدينين. أما إذا أعذر أحد المدينين المتضامنين الدائن، فإن باقي المدينين يستفيدون من هذا الإعذار.,,2026-02-06,True,2026-02-06,2026-02-06
312,316,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36760&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 316 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 316 of Civil Code No. 22 of 2004""}",إذا تصالح الدائن مع أحد المدينين المتضامنين، وتضمن الصلح الإبراء من الدين أو براءة الذمة منه بأية وسيلة أخرى، استفاد منه الباقون. أمّا إذا كان من شأن هذا الصلح أن يرتب في ذمتهم التزاماً أو أن يزيد فيما هم ملتزمون به، فإنه لا ينفذ في حقهم إلا إذا قبلوه.,,2026-02-06,True,2026-02-06,2026-02-06
313,317,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36761&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 317 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 317 of Civil Code No. 22 of 2004""}",1- إذا أقرّ أحد المدينين المتضامنين بالدين فلا يسري هذا الإقرار في حق الباقين.2- وإذا نكل أحد المدينين المتضامنين عن اليمين أو وجه إلى الدائن يميناً حلفها فلا يضار بذلك باقي المدينين.3- وإذا اقتصر الدائن على توجيه اليمين إلى أحد المدينين المتضامنين فحلفها فإن المدينين الآخرين يستفيدون من ذلك.,,2026-02-06,True,2026-02-06,2026-02-06
314,318,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36762&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 318 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 318 of Civil Code No. 22 of 2004""}",1- إذا صدر حكم على أحد المدينين المتضامنين فلا يحتج به على الباقين.2- أما إذا صدر الحكم لصالح أحدهم فإن الباقين يستفيدون منه، إلا إذا كان الحكم مبنياً على سبب خاص بالمدين الذي صدر الحكم لصالحه.,,2026-02-06,True,2026-02-06,2026-02-06
315,319,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36763&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 319 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 319 of Civil Code No. 22 of 2004""}",1- إذا وفّى أحد المدينين المتضامنين كل الدين أو ما يزيد على حصته فيه، أو قضاه بطريق من الطرق المعادلة للوفاء، فلا يجوز له أن يرجع على أي من الباقين إلا بقدر حصته في الدين ولو كان رجوعه بدعوى الدائن استناداً إلى ما له من حق الحلول.2- ويقسم الدين إذا وفاه أحد المدينين حصصاً متساوية بين الجميع، ما لم يوجد اتفاق أو نص في القانون يقضي بغير ذلك.3- وإذا أعسر أحد المدينين المتضامنين تحمل تبعة هذا الإعسار المدين الذي وفّى الدين وسائر المدينين الآخرين كل بقدر حصته، وذلك دون إخلال بحقهم في الرجوع على المعسر عند ميسرته.,,2026-02-06,True,2026-02-06,2026-02-06
316,320,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36764&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 320 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 320 of Civil Code No. 22 of 2004""}",إذا كان أحد المدينين المتضامنين هو وحده صاحب المصلحة في الدين فهو الذي يتحمل به كله في علاقته بالباقين.,,2026-02-06,True,2026-02-06,2026-02-06
317,321,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36765&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 321 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 321 of Civil Code No. 22 of 2004""}",يكون الالتزام غير قابل للانقسام في الحالتين التاليتين:1- إذا ورد على محل لا يقبل بطبيعته أن ينقسم.2- إذا تبين من الغرض الذي رمى إليه المتعاقدان أن الالتزام لا يجوز تنفيذه منقسماً، أو إذا انصرفت نية المتعاقدين إلى ذلك.,,2026-02-06,True,2026-02-06,2026-02-06
318,322,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36766&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 322 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 322 of Civil Code No. 22 of 2004""}",إذا تعدد المدينون في التزام غير قابل للانقسام، كان كل منهم ملزماً بوفاء الالتزام كاملاً. وللمدين الذي وفى حق الرجوع على الباقين كل بقدر حصته إلا إذا تبين من الظروف غير ذلك.,,2026-02-06,True,2026-02-06,2026-02-06
319,323,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36767&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 323 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 323 of Civil Code No. 22 of 2004""}",إذا تعدد الدائنون في التزام غير قابل للانقسام، أو تعدد ورثة الدائن في هذا الالتزام، جاز لكل دائن أو وارث أن يطالب بأداء الالتزام كاملاً. فإذا اعترض أحد الدائنين أو الورثة على ذلك، كان المدين ملزماً بأداء الالتزام للدائنين مجتمعين، أو بإيداع الشيء محل الالتزام وفقاً لما يقتضيه القانون.ويرجع الدائنون على الدائن الذي استوفى الالتزام كل بقدر حصته.,,2026-02-06,True,2026-02-06,2026-02-06
320,324,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36768&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 324 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 324 of Civil Code No. 22 of 2004""}",يجوز للدائن أن يحيل إلى غيره ماله من حق في ذمة مدينه، إلا إذا حال دون ذلك نص في القانون أو اتفاق المتعاقدين أو طبيعة الالتزام. وتتم الحوالة دون حاجة إلى رضاء المدين.,,2026-02-06,True,2026-02-06,2026-02-06
321,325,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36769&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 325 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 325 of Civil Code No. 22 of 2004""}",لا تجوز حوالة الحق إلا بمقدار ما يكون منه قابلاً للحجز.,,2026-02-06,True,2026-02-06,2026-02-06
322,326,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=36770&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 326 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 326 of Civil Code No. 22 of 2004""}",لا تكون الحوالة نافذة في حق المدين أو في حق الغير إلا إذا قبلها المدين أو أعلن بها. على أن نفاذها في حق الغير بقبول المدين يستلزم أن يكون هذا القبول ثابت التاريخ.,,2026-02-06,True,2026-02-06,2026-02-06
